Perfil,Coord_X,Coord_Y,Lim_sup,Lim_inf,Da,CO_g
CSp-NIV_F2-100-0003,706790,9814476,0,15,1.23,25.75
CSp-NIV_F2-100-0004,707252,9814360,0,12,0.8,68.85
CSp-NIV_F2-100-0005,708300,9814154,0,12,0.87,51.51
CSp-NIV_F2-100-0006,695620,9804275,0,20,1.08,4.52
CSp-NIV_F2-100-0007,695916,9804400,0,15,1.01,18.68
CSp-NIV_F2-100-0008,697218,9803979,0,18,1,27.9
CSp-NIV_F2-100-0009,697114,9803654,0,20,0.89,47.1
CSp-NIV_F2-100-0010,705960,9800506,0,30,0.67,65.49
CSp-NIV_F2-100-0011,705457,9801035,0,30,0.78,50.35
CSp-NIV_F2-100-0012,703936,9798774,0,10,0.83,58.53
CSp-NIV_F2-100-0012,703936,9798774,10,20,0.93,34.45
CSp-NIV_F2-100-0013,705016,9799718,0,30,0.75,49.71
CSp-NIV_F2-100-0014,705792,9799003,0,15,0.73,79.29
CSp-NIV_F2-100-0015,705853,9798394,0,30,1.03,9.98
CSp-NIV_F2-81-0001,703484.2294,9812078.874,0,20,0.8,71.81
CSp-NIV_F2-81-0003,705005.0819,9811432.388,0,20,0.8,71.64
CSp-NIV_F2-81-0004,707412.8558,9810731.435,0,20,0.98,24.25
CSp-NIV_F2-81-0005,708507.2203,9810271.362,0,25,1.01,15.26
CSp-NIV_F2-81-0006,700647.0845,9802822.058,0,25,1,25.17
CSp-NIV_F2-81-0007,702520.4807,9802417.2,0,15,1.06,17.81
CSp-NIV_F2-81-0010,698644.9171,9803674.505,0,15,1.06,17.69
CSp-NIV_F2-81-0011,719594.0165,9799448.465,0,25,0.94,37.53
CSp-NIV_F2-81-0012,719375.8924,9798814.613,0,20,0.88,52.09
CSp-NIV_F2-81-0013,719226.8665,9797861.749,0,20,0.86,54.29
CSp-NIV_F2-86-0027,720516.7111,9814169.636,0,25,1.1,12.12
CSp-NIV_F2-86-0028,721144.7186,9814020.923,0,25,1.09,17.63
CSp-NIV_F2-86-0029,721491.0695,9815287.313,0,20,1.09,15.37
CSp-NIV_F2-86-0032,710784.6322,9813105.774,0,30,0.84,60.03
CSp-NIV_F2-86-0033,710793.2864,9812495.816,0,30,0.91,76.97
CSp-NIV_F2-86-0034,714049.803,9810911.111,0,25,1.1,14.73
CSp-NIV_F2-86-0035,714629.8128,9811991.798,0,30,1.08,18.56
CSp-NIV_F2-86-0036,715330.0542,9809766.005,0,25,1.01,32.31
CSp-NIV_F2-86-0039,712185.2078,9814770.935,0,20,1.06,22.1
CSp-NIV_F2-86-0042,718441.4623,9809980.419,0,10,1.06,18.5
CSp-NIV_F2-86-0046,717542.3164,9808314.771,0,30,1.08,19.9
CSp-NIV_F2-86-0047,713555.3648,9801805.988,0,10,0.8,43.16
CSp-NIV_F2-86-0047,713555.3648,9801805.988,10,25,0.96,24.19
CSp-NIV_F2-86-0048,713052.5294,9801213.952,0,20,0.8,57.77
CSp-NIV_F2-86-0049,712438.545,9801072.484,0,20,0.72,29.06
CSp-NIV_F2-86-0050,712244.7663,9800627.11,0,15,0.75,41.59
CSp-NIV_F2-86-0052,710716.7874,9799697.193,0,20,0.89,63.05
CSp-NIV_F2-86-0053,713562.9598,9802253.769,0,25,0.86,60.9
CSp-NIV_F2-86-0054,714916.6693,9802612.113,0,20,0.7,70.77
CSp-NIV_F2-86-0055,714354.9862,9803435.423,0,25,0.93,45.13
CSp-NIV_F2-86-0057,716247.0219,9803541.01,0,30,0.89,46.46
CSp-NIV_F2-91-0001,699262,9813876,0,25,0.92,34.28
CSp-NIV_F2-91-0003,698721,9812735,0,25,0.73,47.91
CSp-NIV_F2-91-0004,700781,9812541,0,30,0.73,52.38
CSp-NIV_F2-91-0005,701651,9811611,0,30,0.94,29.64
CSp-NIV_F2-91-0008,707382,9809112,0,30,0.77,49.42
CSp-NIV_F2-91-0010,708482.1241,9809872.306,0,20,0.87,49.94
CSp-NIV_F2-91-0011,698158.6965,9798143.705,0,25,1.06,18.27
CSp-NIV_F2-92-0001,709667,9811960,0,30,0.7,56.38
CSp-NIV_F2-92-0002,710173,9812461,0,20,0.46,69.37
CSp-NIV_F2-92-0006,701252,9805846,0,15,0.98,27.49
CSp-NIV_F2-92-0007,701668,9805285,0,25,1.09,8.87
CSp-NIV_F2-92-0008,701833,9804483,0,30,1.12,3.13
CSp-NIV_F2-92-0009,705414,9797656,0,25,0.77,68.97
CSp-NIV_F2-92-0010,706181,9798171,0,30,0.78,64.91
CSp-NIV_F2-92-0011,708519,9799229,0,25,0.77,50.29
CSp-NIV_F2-92-0013,709124,9799044,0,30,0.75,50.29
CSp-NIV_F2-92-0028,717440,9812789,0,20,0.85,43.27
CSp-NIV_F2-92-0029,717186,9812638,0,22,0.94,39.44
CSp-NIV_F2-92-0030,716623,9813625,0,20,1.05,22.56
CSp-NIV_F2-92-0031,715727,9812625,0,18,1.02,27.61
CSp-NIV_F2-92-0032,715283,9811989,0,8,1.07,10.85
CSp-NIV_F2-92-0033,711117,9812282,0,25,0.76,78.42
CSp-NIV_F2-92-0034,711800,9811640,0,30,0.83,57.83
CSp-NIV_F2-92-0035,711975,9812440,0,23,0.82,62.06
CSp-NIV_F2-92-0036,712369,9811508,0,18,0.81,66.24
CSp-NIV_F2-92-0037,712502,9811320,0,18,0.83,58.82
CSp-NIV_F2-92-0038,715718,9809410,0,20,1,23.14
CSp-NIV_F2-92-0039,716079,9809173,0,20,1.04,20.3
CSp-NIV_F2-92-0040,715449,9809134,0,22,1.04,24.36
CSp-NIV_F2-92-0041,714646,9808281,0,20,0.84,56.09
CSp-NIV_F2-92-0043,720441,9808138,0,25,0.99,29.12
CSp-NIV_F2-92-0044,720227,9808270,0,23,0.96,29.93
CSp-NIV_F2-92-0046,719274,9808883,0,20,1.04,28.07
CSp-NIV_F2-92-0047,719657,9808899,0,30,1.05,17.46
CSp-NIV_F2-92-0048,718235,9804750,0,20,0.72,84.4
CSp-NIV_F2-92-0049,717929,9805546,0,20,0.88,83
CSp-NIV_F2-92-0050,718093,9806118,0,25,0.76,91.76
CSp-NIV_F2-92-0051,718718,9806648,0,20,0.98,36.83
CSp-NIV_F2-92-0052,718367,9807227,0,10,1.04,25.52
CSp-NIV_F2-92-0053,713636,9805678,0,25,0.99,30.68
CSp-NIV_F2-92-0054,714186,9806119,0,20,0.85,57.08
CSp-NIV_F2-92-0055,714527,9806298,0,10,0.9,48.61
CSp-NIV_F2-92-0056,714432,9806120,0,18,0.94,38.98
CSp-NIV_F2-92-0058,712715.6773,9807801.384,0,30,0.59,67.46
CSp-NIV_F2-92-0059,712789.7813,9808596.6,0,25,0.91,50.87
CSp-NIV_F2-93-0001,701118.5198,9815149.234,0,30,1.03,20.65
CSp-NIV_F2-93-0003,708554.6788,9814826.655,0,30,0.77,35.5
CSp-NIV_F2-93-0004,709974.0226,9814942.981,0,30,0.87,50
CSp-NIV_F2-93-0005,706057.5555,9806299.396,0,25,1.02,18.85
CSp-NIV_F2-93-0008,702800.4831,9804830.802,0,10,0.86,56.5
CSp-NIV_F2-93-0009,703301.7441,9803842.975,0,18,0.99,34.86
CSp-NIV_F2-93-0010,701928.2935,9797781.964,0,12,0.77,17.75
CSp-NIV_F2-93-0011,702673.3398,9797292.748,0,30,0.9,8.7
CSp-NIV_F2-93-0014,714871.039,9801281.248,0,30,0.68,50.06
CSp-NIV_F2-95-0002,701933.3566,9813644.196,0,15,1.39,17.29
CSp-NIV_F2-95-0003,701842.1753,9813384.657,0,25,0.94,49.77
CSp-NIV_F2-95-0007,696197.005,9801253.56,0,25,0.68,55.39
CSp-NIV_F2-95-0008,696015.4569,9802195.855,0,15,0.82,42.58
CSp-NIV_F2-95-0009,696796.9311,9802792.906,0,25,1.06,18.5
CSp-NIV_F2-95-0011,703229.9029,9803041.794,0,30,1.08,21.46
CSp-NIV_F2-95-0012,702358.7522,9802096.19,0,20,0.84,53.19
CSp-NIV_F2-95-0013,703244.2433,9801477.27,0,25,0.86,59.57
CSp-NIV_F2-95-0033,713784.7434,9812737.617,0,30,0.77,61.89
CSp-NIV_F2-95-0034,713264.0494,9811385.808,0,30,0.71,43.97
CSp-NIV_F2-95-0035,713040.3195,9811229.758,0,30,0.81,47.16
CSp-NIV_F2-95-0036,713118.199,9810949.119,0,30,0.83,58.41
CSp-NIV_F2-95-0037,714862.1684,9809899.783,0,30,1.05,24.01
CSp-NIV_F2-95-0038,714983.5913,9810306.811,0,15,1.09,12.47
CSp-NIV_F2-95-0039,715954.8639,9810390.582,0,30,1.08,19.84
CSp-NIV_F2-95-0041,718354.407,9811526.115,0,30,0.91,53.77
CSp-NIV_F2-95-0042,719397.2116,9811574.891,0,20,1.07,20.07
CSp-NIV_F2-95-0048,718983.6258,9808321.012,0,20,0.99,36.48
CSp-NIV_F2-95-0049,718692.3624,9808356.134,0,30,1.08,18.16
CSp-NIV_F2-95-0051,719047.7227,9808693.14,0,30,1.02,31.15
CSp-NIV_F2-95-0054,720424.9806,9806138.203,0,20,1.01,31.5
CSp-NIV_F2-95-0055,718628.6888,9801303.652,0,20,1.02,27.84
CSp-NIV_F2-95-0056,718745.8215,9801804.59,0,30,0.89,59.45
CSp-NIV_F2-95-0058,718505.2845,9803784.318,0,30,0.78,93.27
CSp-NIV_F2-96-0027,718202,9814843,0,25,0.98,38.92
CSp-NIV_F2-96-0029,719203.2517,9815430.943,0,25,1.01,31.96
CSp-NIV_F2-96-0030,720383.3193,9815414.77,0,25,1,30.1
CSp-NIV_F2-96-0031,719823.1441,9814930.429,0,25,0.93,44.03
CSp-NIV_F2-96-0033,715358.6192,9813854.718,0,20,1.06,21.29
CSp-NIV_F2-96-0034,714218.1292,9814110.597,0,25,0.93,39.15
CSp-NIV_F2-96-0035,713142,9813814,0,25,1.07,19.03
CSp-NIV_F2-96-0036,712792.1951,9814065.417,0,20,1.02,22.04
CSp-NIV_F2-96-0037,713212,9814437,0,30,1.02,20.88
CSp-NIV_F2-96-0038,718313.68,9812779.591,0,25,1.05,22.39
CSp-NIV_F2-96-0039,717172.5303,9813907.267,0,30,1.05,20.53
CSp-NIV_F2-96-0040,716910.2702,9813692.303,0,19,1.05,22.8
CSp-NIV_F2-96-0041,715624.8358,9813382.179,0,20,1.1,13.46
CSp-NIV_F2-96-0042,717835.6271,9811860.85,0,20,1.1,4.47
CSp-NIV_F2-96-0044,722212,9807275,0,30,0.85,46.98
CSp-NIV_F2-96-0045,721254,9807255,0,25,0.83,66.01
CSp-NIV_F2-96-0047,721510.1123,9808283.979,0,30,0.8,46.29
CSp-NIV_F2-96-0048,721648.79,9808688.604,0,25,0.89,39.27
CSp-NIV_F2-96-0051,717441,9804060,0,25,0.89,48.55
CSp-NIV_F2-96-0052,716493,9804030,0,25,0.88,57.08
CSp-NIV_F2-96-0053,715841,9805621,0,25,0.87,70.01
CSp-NIV_F2-96-0054,711931,9802344,0,30,0.68,68.45
CSp-NIV_F2-96-0057,712309.2523,9804044.5,0,25,0.8,80.45
CSp-NIV_F2-96-0058,712590,9804252,0,25,0.91,56.5
CSp-NIV_F2-98-0028,721568.2106,9812545.27,0,20,0.99,38.57
CSp-NIV_F2-98-0029,721224.8203,9811164.077,0,15,0.96,35.03
CSp-NIV_F2-98-0030,719866.5617,9810605.182,0,22,0.8,76.97
CSp-NIV_F2-98-0031,719352.038,9811214.223,0,25,1.11,5.28
CSp-NIV_F2-98-0032,719700.169,9812294.135,0,25,1.08,15.84
CSp-NIV_F4-100-0016,698832,9791077,0,15,0.9,48.38
CSp-NIV_F4-100-0017,700960,9790936,0,20,0.79,62.18
CSp-NIV_F4-100-0018,701796,9792496,0,10,1.03,19.84
CSp-NIV_F4-100-0019,702879,9792444,0,30,0.77,56.44
CSp-NIV_F4-100-0020,717398,9796723,0,30,0.87,74.42
CSp-NIV_F4-100-0021,717146,9796076,0,30,0.72,51.86
CSp-NIV_F4-100-0022,716853,9792701,0,30,0.82,71.75
CSp-NIV_F4-100-0023,716102,9794520,0,26,0.83,54
CSp-NIV_F4-100-0024,715103,9795995,0,12,0.9,46.17
CSp-NIV_F4-100-0025,715207,9796314,0,25,0.84,56.44
CSp-NIV_F4-100-0026,695235,9786029,0,18,1.05,21.06
CSp-NIV_F4-100-0027,695006,9784798,0,18,1.05,23.55
CSp-NIV_F4-100-0028,695419,9784695,0,30,1.08,17.69
CSp-NIV_F4-100-0029,697094,9784256,0,30,1.1,19.49
CSp-NIV_F4-100-0030,698323,9783558,0,8,1.06,4.41
CSp-NIV_F4-100-0030,698323,9783558,8,12,1.03,20.53
CSp-NIV_F4-100-0030,698323,9783558,12,20,1.07,13.05
CSp-NIV_F4-100-0031,708270,9790627,0,15,1.12,18.97
CSp-NIV_F4-100-0032,707227,9787761,0,15,1.04,32.08
CSp-NIV_F4-100-0033,714076,9785044,0,15,0.85,26.91
CSp-NIV_F4-100-0035,716451,9784560,0,18,0.88,55.39
CSp-NIV_F4-100-0036,719178.18,9779092.842,0,30,0.98,36.08
CSp-NIV_F4-100-0037,717543.0605,9781478.143,0,30,0.88,49.01
CSp-NIV_F4-100-0039,714779.9552,9779224.32,0,30,0.95,55.51
CSp-NIV_F4-100-0041,713810.2846,9779846.599,0,30,0.94,54.06
CSp-NIV_F4-81-0014,716855.3219,9796270.817,0,30,0.88,56.67
CSp-NIV_F4-81-0015,716584.7185,9796820.956,0,15,0.82,55.86
CSp-NIV_F4-81-0018,711792.725,9785740.815,0,20,0.86,66.13
CSp-NIV_F4-81-0019,717540.0498,9794390.299,0,20,0.85,65.78
CSp-NIV_F4-81-0020,719902.0954,9795043.384,0,30,0.95,46.87
CSp-NIV_F4-81-0021,720061.9984,9795251.919,0,25,0.98,48.32
CSp-NIV_F4-81-0022,719493.4995,9796359.798,0,25,0.92,48.26
CSp-NIV_F4-81-0023,717576.0349,9795206.407,0,30,0.8,77.67
CSp-NIV_F4-81-0025,706677.9597,9789295.795,0,20,1.06,26.57
CSp-NIV_F4-81-0025,706677.9597,9789295.795,20,30,1.06,26.33
CSp-NIV_F4-81-0026,706286.9951,9788715.111,0,30,1.04,32.6
CSp-NIV_F4-81-0027,706111.4697,9788271.486,0,30,1.05,19.78
CSp-NIV_F4-81-0028,705566.0485,9788056.567,0,10,0.94,43.74
CSp-NIV_F4-81-0028,705566.0485,9788056.567,10,30,1.12,12.01
CSp-NIV_F4-81-0029,721234.9894,9784185.527,0,20,1,34.98
CSp-NIV_F4-81-0030,721078.8549,9783809.83,0,15,1.03,30.97
CSp-NIV_F4-81-0031,721194.0293,9783564.42,0,20,0.98,40.43
CSp-NIV_F4-81-0032,721501.7364,9783603.177,0,25,1,40.37
CSp-NIV_F4-81-0033,722246.6679,9784212.543,0,5,0.95,43.79
CSp-NIV_F4-81-0034,710750.06,9779491.34,0,30,0.75,51.8
CSp-NIV_F4-81-0035,711005.3159,9779667.662,0,30,0.85,61.83
CSp-NIV_F4-81-0036,711216.7116,9780022.209,0,25,0.65,57.25
CSp-NIV_F4-81-0037,712131.1412,9779200.319,0,25,0.84,50.99
CSp-NIV_F4-81-0039,715192.0053,9781561.686,0,25,1.02,26.68
CSp-NIV_F4-91-0015,713394,9795264,0,30,0.55,86.48
CSp-NIV_F4-91-0016,712294,9796499,0,30,0.74,108.93
CSp-NIV_F4-91-0018,713671,9793533,0,28,0.96,45.77
CSp-NIV_F4-91-0019,707526.1019,9787575.419,0,25,0.83,68.1
CSp-NIV_F4-91-0020,708764.0184,9786513.256,0,25,0.72,70.53
CSp-NIV_F4-91-0021,708206,9787718,0,30,0.79,55.39
CSp-NIV_F4-91-0022,711159,9788022,0,28,0.58,77.73
CSp-NIV_F4-91-0024,710074.318,9792871.524,0,26,0.85,34.74
CSp-NIV_F4-91-0025,709864.6864,9791950.779,0,25,1.07,22.56
CSp-NIV_F4-91-0027,714252.7856,9790035.315,0,22,0.79,55.97
CSp-NIV_F4-91-0028,715297.9547,9789777.103,0,25,0.76,59.11
CSp-NIV_F4-91-0029,710066.587,9784170.21,0,22,0.74,57.66
CSp-NIV_F4-91-0033,711742.5626,9781252.442,0,23,0.98,38.57
CSp-NIV_F4-91-0036,711513.9157,9782068.505,0,25,0.7,44.95
CSp-NIV_F4-91-0038,714850.1856,9781898.15,0,20,1.05,22.16
CSp-NIV_F4-92-0014,704383,9796514,0,18,0.69,95.3
CSp-NIV_F4-92-0015,704203,9792748,0,30,0.8,69.26
CSp-NIV_F4-92-0016,704768,9793798,0,27,0.81,68.62
CSp-NIV_F4-92-0017,706396,9792519,0,30,0.89,52.61
CSp-NIV_F4-92-0018,705879,9796233,0,30,0.82,67.29
CSp-NIV_F4-92-0020,711989,9790920,0,25,0.89,43.85
CSp-NIV_F4-92-0021,710244,9790302,0,20,0.78,47.97
CSp-NIV_F4-92-0023,700573,9783943,0,25,1.07,22.51
CSp-NIV_F4-92-0024,699182.1696,9783356.458,0,25,1.03,33.47
CSp-NIV_F4-92-0025,699767,9783175,0,25,1.02,32.89
CSp-NIV_F4-92-0026,700752,9782792,0,20,0.98,40.6
CSp-NIV_F4-92-0027,702806.7213,9784275.82,0,30,0.99,41.3
CSp-NIV_F4-92-0028,720820,9792029,0,30,0.82,65.31
CSp-NIV_F4-92-0029,720200,9791373,0,20,0.96,35.32
CSp-NIV_F4-92-0030,720691,9791072,0,25,0.87,58.35
CSp-NIV_F4-92-0031,720796,9790277,0,20,0.54,58.41
CSp-NIV_F4-92-0032,720737,9789300,0,25,0.78,65.08
CSp-NIV_F4-92-0033,720292,9787431,0,20,0.96,43.45
CSp-NIV_F4-93-0015,696769.6355,9794930.347,0,30,1.06,22.39
CSp-NIV_F4-93-0016,696716.6966,9795228.96,0,18,1.04,27.84
CSp-NIV_F4-93-0017,696562.0741,9795209.079,0,20,0.96,40.26
CSp-NIV_F4-93-0019,715215.1954,9793231.619,0,25,0.94,74.71
CSp-NIV_F4-93-0020,715202.5471,9792495.208,0,30,1.16,30.05
CSp-NIV_F4-93-0024,704280.4029,9786460.516,0,15,1.03,27.15
CSp-NIV_F4-93-0026,703571.1015,9783577.596,0,12,1.11,12.99
CSp-NIV_F4-93-0027,703728.7628,9784273.783,0,30,1.12,6.21
CSp-NIV_F4-93-0028,714286.906,9786126.749,0,20,0.88,61.83
CSp-NIV_F4-93-0029,715007.1663,9786301.619,0,30,0.81,50.17
CSp-NIV_F4-93-0033,708708.2071,9784410.996,0,30,0.72,57.95
CSp-NIV_F4-93-0034,708906.497,9784991.754,0,20,0.82,53.13
CSp-NIV_F4-95-0017,708737.4176,9793875.573,0,30,0.98,29.87
CSp-NIV_F4-95-0020,715757.5906,9784077.24,0,20,1.17,2.38
CSp-NIV_F4-95-0021,716057.8679,9784089.852,0,30,0.83,56.79
CSp-NIV_F4-95-0025,698172.3306,9780591.215,0,25,0.59,69.37
CSp-NIV_F4-95-0026,695749.1154,9781183.189,0,30,1.11,14.62
CSp-NIV_F4-95-0030,715550.8227,9783241.206,0,25,0.92,46.17
CSp-NIV_F4-95-0031,713919.0882,9783607.867,0,25,0.95,33.64
CSp-NIV_F4-95-0033,713359.9747,9784126.071,0,25,0.77,68.21
CSp-NV_B2-100-0042,712123.1824,9766144.683,0,12,0.8,74.36
CSp-NV_B2-100-0043,713103.5222,9768609.476,0,22,0.77,81.26
CSp-NV_B2-100-0044,717066.3951,9767178.971,0,30,1.11,13.81
CSp-NV_B2-100-0045,710001.0593,9769704.842,0,25,0.79,79.58
CSp-NV_B2-100-0046,710444.1282,9770773.838,0,30,0.84,65.14
CSp-NV_B2-100-0047,702764.9217,9777698.703,0,5,0.88,55.39
CSp-NV_B2-100-0047,702764.9217,9777698.703,5,18,1.07,21.4
CSp-NV_B2-100-0049,696829.9529,9777384.384,0,10,0.93,45.59
CSp-NV_B2-100-0049,696829.9529,9777384.384,10,25,0.87,15.84
CSp-NV_B2-100-0050,700659.1271,9766703.606,0,15,0.77,69.78
CSp-NV_B2-100-0051,702577.4836,9765404.394,0,10,0.8,60.56
CSp-NV_B2-100-0051,702577.4836,9765404.394,10,30,0.48,42.58
CSp-NV_B2-100-0052,701857.2136,9764308.983,0,8,0.8,62.18
CSp-NV_B2-100-0052,701857.2136,9764308.983,8,15,0.9,42.29
CSp-NV_B2-81-0040,717512.9499,9770564.001,0,20,0.87,53.6
CSp-NV_B2-81-0041,716160.231,9771304.51,0,20,0.87,61.25
CSp-NV_B2-81-0042,713185.3333,9771063.932,0,30,0.65,44.32
CSp-NV_B2-81-0043,713477.1369,9771924.962,0,30,0.78,67.17
CSp-NV_B2-81-0044,713152.3395,9771977.896,0,20,0.89,58.87
CSp-NV_B2-81-0045,712069.8466,9772020.65,0,25,0.9,55.97
CSp-NV_B2-81-0046,714316.678,9772720.047,0,30,0.81,110.96
CSp-NV_B2-81-0047,717072.6348,9762010.514,0,30,1.08,20.42
CSp-NV_B2-81-0048,715774.4041,9761419.632,0,5,1.04,20.77
CSp-NV_B2-81-0050,719197.5962,9762118.435,0,20,0.94,51.04
CSp-NV_B2-81-0051,718120.9997,9760531.964,0,15,1.04,25.23
CSp-NV_B2-81-0052,718385.6655,9761128.564,0,25,1.02,20.77
CSp-NV_B2-91-0039,707712.6103,9770136.831,0,20,0.8,88.75
CSp-NV_B2-91-0040,708300.1482,9770016.422,0,20,0.9,51.97
CSp-NV_B2-91-0042,709474.2236,9771071.722,0,25,0.87,84.69
CSp-NV_B2-91-0043,709605.0318,9771656.072,0,25,0.75,89.73
CSp-NV_B2-91-0044,719510.6965,9763165.121,0,20,1.07,22.68
CSp-NV_B2-91-0045,720082.4205,9763956.557,0,25,1.07,21.98
CSp-NV_B2-91-0046,720820.4951,9763241.748,0,15,1.09,8.35
CSp-NV_B2-91-0047,720948.737,9763154.288,0,16,1,33.47
CSp-NV_B2-91-0048,720850.8284,9762549.679,0,12,0.91,46.98
CSp-NV_B2-92-0034,704073.7515,9775855.56,0,25,1.07,16.71
CSp-NV_B2-92-0035,704687,9775722,0,20,0.64,63.98
CSp-NV_B2-92-0036,706418,9777127,0,20,0.72,92.34
CSp-NV_B2-92-0037,707413,9777107,0,25,0.86,62.7
CSp-NV_B2-92-0038,708245,9777428,0,30,0.83,70.07
CSp-NV_B2-92-0039,708097,9774180,0,20,0.79,77.49
CSp-NV_B2-92-0041,710382,9773170,0,28,0.74,87.7
CSp-NV_B2-92-0042,710277,9772948,0,23,0.83,70.13
CSp-NV_B2-92-0043,711562,9774628,0,25,0.93,48.43
CSp-NV_B2-92-0044,719195,9774150,0,20,0.91,55.68
CSp-NV_B2-92-0045,719699,9771512,0,30,0.95,45.65
CSp-NV_B2-92-0046,721466,9768879,0,25,0.95,44.95
CSp-NV_B2-92-0047,701425,9770101,0,5,0.77,68.62
CSp-NV_B2-92-0047,701425,9770101,5,20,0.39,43.16
CSp-NV_B2-92-0048,699617,9768815,0,10,0.79,65.6
CSp-NV_B2-92-0048,699617,9768815,10,25,0.49,34.4
CSp-NV_B2-93-0035,709184.4152,9777021.65,0,20,0.87,51.74
CSp-NV_B2-93-0036,710243.1151,9777830.936,0,20,0.78,59.92
CSp-NV_B2-93-0037,710600.9533,9777738.511,0,20,0.99,35.09
CSp-NV_B2-93-0039,712534.9886,9776771.192,0,25,0.91,44.2
CSp-NV_B2-93-0041,719787.0447,9766962.778,0,25,1.09,21.4
CSp-NV_B2-93-0042,718625.3485,9765253.748,0,20,1.1,17.92
CSp-NV_B2-93-0043,718586.4193,9765071.504,0,20,1.03,14.79
CSp-NV_B2-93-0044,717174.7596,9763362.08,0,20,1.01,28.13
CSp-NV_B2-93-0045,720102.5047,9762409.763,0,15,0.9,53.19
CSp-NV_B2-93-0047,720167.4282,9761711.024,0,20,1.04,29.12
CSp-NV_B2-93-0048,720403.029,9760467.359,0,20,1.09,40.26
CSp-NV_B2-93-0049,720724.9165,9761158.648,0,22,0.95,47.27
CSp-NV_B2-95-0034,712006.4537,9772410.951,0,30,0.79,77.44
CSp-NV_B2-95-0036,715829.5259,9776197.727,0,30,0.85,59.28
CSp-NV_B2-95-0037,715337.5051,9776662.363,0,30,0.77,68.04
CSp-NV_B2-95-0039,709660.7785,9766980.21,0,25,0.92,45.59
CSp-NV_B2-95-0041,709643.4666,9764984.123,0,30,1.02,31.44
CSp-NV_B2-95-0042,709151.2193,9763995.551,0,25,0.85,62.7
CSp-NV_B2-95-0043,713550.4893,9765232.548,0,30,0.98,33.99
CSp-NV_B2-95-0044,711515,9762977,0,20,0.85,62.94
CSp-NV_B2-95-0046,697820.8615,9774283.714,0,30,1.08,20.01
CSp-NV_B2-95-0048,702509.1368,9771229.283,0,20,0.53,64.27
CSp-NV_B2-95-0049,701418.3848,9772215.57,0,20,0.48,51.33
CSp-NV_B4-100-0053,715362.9048,9749997.364,0,30,0.7,66.53
CSp-NV_B4-100-0054,716030.2221,9751352.682,0,15,0.9,41.24
CSp-NV_B4-100-0056,715883.8881,9752117.624,0,30,0.86,61.48
CSp-NV_B4-100-0058,721386.2354,9743852.098,0,25,1.12,10.21
CSp-NV_B4-100-0059,721288.2686,9743463.274,0,10,1.11,2.32
CSp-NV_B4-100-0060,719473.1122,9743564.625,0,18,1.04,21.58
CSp-NV_B4-100-0064,715780.1117,9742981.488,0,10,1.06,11.14
CSp-NV_B4-100-0065,715606.7477,9742908.281,0,15,1.17,3.83
CSp-NV_B4-100-0066,715127.0406,9742962.62,0,7,0.8,66.24
CSp-NV_B4-100-0068,714668.006,9742577.438,0,25,0.98,37.12
CSp-NV_B4-81-0053,709586.2444,9751266.049,0,15,1.07,17.87
CSp-NV_B4-81-0054,708229.4112,9751356.596,0,20,0.99,26.28
CSp-NV_B4-81-0055,707069.1711,9752224.707,0,20,1.01,31.73
CSp-NV_B4-81-0056,707028.2846,9752400.235,0,10,1.02,28.94
CSp-NV_B4-81-0057,707287.6713,9752836.136,0,20,1.06,24.07
CSp-NV_B4-81-0058,717602.2444,9759975.511,0,15,1.07,21.11
CSp-NV_B4-81-0059,718438.4807,9760126.953,0,25,1.07,20.88
CSp-NV_B4-81-0060,719354.2797,9758886.163,0,20,0.73,59.86
CSp-NV_B4-81-0062,719608.3266,9757557.017,0,20,0.7,55.63
CSp-NV_B4-81-0063,714408.8549,9743768.378,0,10,1.07,10.85
CSp-NV_B4-81-0064,714543.9203,9743717.269,0,18,1.08,16.76
CSp-NV_B4-81-0065,713506.5042,9744823.2,0,20,0.92,51.97
CSp-NV_B4-81-0066,713049.2226,9744801.851,0,18,0.97,38.57
CSp-NV_B4-81-0067,712879.5786,9744761.387,0,20,1.03,29.76
CSp-NV_B4-91-0049,714283.2493,9759416.98,0,15,0.78,75.46
CSp-NV_B4-91-0050,713491.2638,9758469.957,0,20,1.04,29.76
CSp-NV_B4-91-0051,712878.1802,9758080.805,0,12,1.05,20.82
CSp-NV_B4-91-0052,710090.571,9747726.661,0,15,1.08,13.75
CSp-NV_B4-91-0053,710557.05,9747245.247,0,25,0.98,35.67
CSp-NV_B4-91-0054,711228.6307,9747076.289,0,20,0.96,43.79
CSp-NV_B4-91-0055,711234.0777,9746788.403,0,12,0.88,50.7
CSp-NV_B4-91-0056,716841.044,9755469.689,0,20,0.78,59.51
CSp-NV_B4-91-0058,715553.1723,9758617.605,0,20,1.04,29.64
CSp-NV_B4-91-0059,709537.7338,9758099.062,0,30,1.03,23.32
CSp-NV_B4-91-0060,712545.3753,9748927.374,0,15,0.89,58.35
CSp-NV_B4-91-0061,712480.03,9749218.827,0,23,0.99,37.59
CSp-NV_B4-91-0062,712436.085,9749698.855,0,14,0.84,64.73
CSp-NV_B4-91-0063,714838.3279,9747363.757,0,12,0.93,51.51
CSp-NV_B4-91-0064,716778.3403,9748098.434,0,20,1.11,17.11
CSp-NV_B4-92-0049,706328,9747414,0,20,1.02,31.9
